Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,lab_host,sample_type,collected_by,Host_disease
SRR22382935,AMPLICON,302,235871362,PRJNA894555,SAMN31840822,"Microbe\, viral or environmental",74598631,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353114,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-5.D4,nasal lavage,S1-5.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#5.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382936,AMPLICON,302,414534864,PRJNA894555,SAMN31840821,"Microbe\, viral or environmental",131797893,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353113,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-5.D3,nasal lavage,S1-5.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#5.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382937,AMPLICON,302,217583450,PRJNA894555,SAMN31840803,"Microbe\, viral or environmental",68470322,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353112,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-1.D5,nasal lavage,S1-1.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#1.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382938,AMPLICON,302,374330812,PRJNA894555,SAMN31840820,"Microbe\, viral or environmental",118193046,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353111,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-4.turb,nasal turbinate,S1-4.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#4.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382939,AMPLICON,302,388465318,PRJNA894555,SAMN31840819,"Microbe\, viral or environmental",121540604,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353110,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-4.D6,nasal lavage,S1-4.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#4.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382940,AMPLICON,302,370204284,PRJNA894555,SAMN31840818,"Microbe\, viral or environmental",116405619,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353109,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-4.D5,nasal lavage,S1-4.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#4.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382941,AMPLICON,302,268837682,PRJNA894555,SAMN31840817,"Microbe\, viral or environmental",88167954,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353108,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-4.D4,nasal lavage,S1-4.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#4.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382942,AMPLICON,302,151944958,PRJNA894555,SAMN31840816,"Microbe\, viral or environmental",49118904,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353107,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-4.D3,nasal lavage,S1-4.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#4.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382943,AMPLICON,302,288370136,PRJNA894555,SAMN31840815,"Microbe\, viral or environmental",91270052,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353106,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-3.turb,nasal turbinate,S1-3.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#3.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382944,AMPLICON,302,259266094,PRJNA894555,SAMN31840814,"Microbe\, viral or environmental",81122665,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353105,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-3.D6,nasal lavage,S1-3.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#3.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382945,AMPLICON,302,333582254,PRJNA894555,SAMN31840813,"Microbe\, viral or environmental",105052122,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353104,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-3.D5,nasal lavage,S1-3.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#3.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382946,AMPLICON,302,234842146,PRJNA894555,SAMN31840812,"Microbe\, viral or environmental",74327881,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353103,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-3.D4,nasal lavage,S1-3.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#3.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382947,AMPLICON,302,62350316,PRJNA894555,SAMN31840811,"Microbe\, viral or environmental",20098885,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353102,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-3.D3,nasal lavage,S1-3.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382948,AMPLICON,302,360727826,PRJNA894555,SAMN31840802,"Microbe\, viral or environmental",113486551,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353101,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-1.D4,nasal lavage,S1-1.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#1.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382949,AMPLICON,302,305128720,PRJNA894555,SAMN31840801,"Microbe\, viral or environmental",96838420,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353100,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-1.D3,nasal lavage,S1-1.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22378001,AMPLICON,302,37961702,PRJNA894555,SAMN31836858,"Microbe\, viral or environmental",12532777,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348531,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.F2.moln,lung homogenate,H.3.F2.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Female2_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378002,AMPLICON,302,75721064,PRJNA894555,SAMN31836857,"Microbe\, viral or environmental",24722152,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348530,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M8.moln,lung homogenate,H.3.M8.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male8_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378003,AMPLICON,302,68742448,PRJNA894555,SAMN31836856,"Microbe\, viral or environmental",22475050,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348529,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M7.moln,lung homogenate,H.3.M7.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male7_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378004,AMPLICON,302,336695874,PRJNA894555,SAMN31836855,"Microbe\, viral or environmental",108856795,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348528,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M6.moln,lung homogenate,H.3.M6.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male6_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378005,AMPLICON,302,79397008,PRJNA894555,SAMN31836854,"Microbe\, viral or environmental",25974323,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348527,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M5.moln,lung homogenate,H.3.M5.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:17:00Z,1,Hamster_Study3_Male5_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378006,AMPLICON,302,120518234,PRJNA894555,SAMN31836853,"Microbe\, viral or environmental",39187794,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348526,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.F1.moln,lung homogenate,H.3.F1.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Female1_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378007,AMPLICON,302,66990546,PRJNA894555,SAMN31836852,"Microbe\, viral or environmental",22023721,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348525,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M4.moln,lung homogenate,H.3.M4.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male4_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378008,AMPLICON,302,74747114,PRJNA894555,SAMN31836851,"Microbe\, viral or environmental",24332312,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348524,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M3.moln,lung homogenate,H.3.M3.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male3_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378009,AMPLICON,302,126502364,PRJNA894555,SAMN31836868,"Microbe\, viral or environmental",41323815,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348523,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.F1.veh,lung homogenate,H.3.F1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:22:00Z,1,Hamster_Study3_Female1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378010,AMPLICON,302,91734614,PRJNA894555,SAMN31836867,"Microbe\, viral or environmental",29966719,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348522,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M4.veh,lung homogenate,H.3.M4.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male4_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378011,AMPLICON,302,151536050,PRJNA894555,SAMN31836866,"Microbe\, viral or environmental",49431919,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348521,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M3.veh,lung homogenate,H.3.M3.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male3_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378012,AMPLICON,302,30634578,PRJNA894555,SAMN31836865,"Microbe\, viral or environmental",10110429,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348520,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M2.veh,lung homogenate,H.3.M2.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male2_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378013,AMPLICON,302,99519570,PRJNA894555,SAMN31836864,"Microbe\, viral or environmental",33030704,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348519,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M1.veh,lung homogenate,H.3.M1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378014,AMPLICON,302,867334638,PRJNA894555,SAMN31836863,"Microbe\, viral or environmental",280615257,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348518,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.F1.p250,lung homogenate,H.3.F1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:17:00Z,1,Hamster_Study3_Female1_paxlovid,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378015,AMPLICON,302,70278118,PRJNA894555,SAMN31836862,"Microbe\, viral or environmental",22805295,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348517,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M4.p250,lung homogenate,H.3.M4.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male4_paxlovid,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378016,AMPLICON,302,147719374,PRJNA894555,SAMN31836861,"Microbe\, viral or environmental",48002888,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348516,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M3.p250,lung homogenate,H.3.M3.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male3_paxlovid,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378017,AMPLICON,302,96227770,PRJNA894555,SAMN31836860,"Microbe\, viral or environmental",31272478,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348515,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M2.p250,lung homogenate,H.3.M2.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male2_paxlovid,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378018,AMPLICON,302,27666220,PRJNA894555,SAMN31836859,"Microbe\, viral or environmental",9039142,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348514,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M1.p250,lung homogenate,H.3.M1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:31:00Z,1,Hamster_Study3_Male1_paxlovid,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378019,AMPLICON,302,241697244,PRJNA894555,SAMN31836850,"Microbe\, viral or environmental",78255340,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348513,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M2.moln,lung homogenate,H.3.M2.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male2_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22378020,AMPLICON,302,42535794,PRJNA894555,SAMN31836849,"Microbe\, viral or environmental",14129723,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18348512,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.3.M1.moln,lung homogenate,H.3.M1.moln,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T12:16:00Z,1,Hamster_Study3_Male1_molnupiravir,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22084048,AMPLICON,302,139674396,PRJNA894555,SAMN31463340,SARS-CoV-2: clinical or host-associated,44235314,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064207,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-1_D1,ferret nasal lavage,F_1_2-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084049,AMPLICON,302,31317400,PRJNA894555,SAMN31463339,SARS-CoV-2: clinical or host-associated,9950722,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064206,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-3_D3,ferret nasal lavage,F_1_1-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
